Fecha,Mes_Calendario,SKU,Producto,Categoria,Estado_SKU,Nivel_Actual,Indice_Estacional,Pronostico_Modelo_Sin_Promocion,Anios_Con_Promocion,Promocion_Recurrente,Proporcion_Promocion_Esperada,Factor_Promocional_SKU,Multiplicador_Promo_Recurrente,Pronostico_Promo_Recurrente,Pronostico_Recomendado,Proteccion_Sesgo_pct,Pronostico_Protegido,Ajuste_Manual_pct,Ajuste_Manual_Unidades,Pronostico_Final,Regla_Pausa_Aplicada,Venta_Mismo_Mes_2023,Venta_Mismo_Mes_2024,Venta_Mismo_Mes_2025,Variacion_Recomendado_vs_2025_pct
2026-01-01,1,SKU-1007,Galleta Avena 180g,Galletas,Activo,10370.699220313321,1.1916296590416209,12358.032775925167,3,True,0.1111111111111111,1.8868673503142575,1.0985408167015842,13575.803418489779,13575.803418489779,0.08,14661.867691968962,0.0,0.0,13575.803418489779,False,10283.0,11900.0,13844.0,-1.9372766650550544
2026-01-01,1,SKU-1008,Galleta Chocolate 200g,Galletas,Activo,12890.559799648414,0.6747922463137556,8698.449803446549,1,False,0.0,1.8100584222042841,1.0,8698.449803446549,8698.449803446549,0.08,9394.325787722273,0.0,0.0,8698.449803446549,False,6741.0,7479.0,7827.0,11.133892978747273
2026-01-01,1,SKU-1009,Galleta Salada 150g,Galletas,Activo,12464.112981030852,0.6311779984151127,7867.073883386876,1,False,0.0,1.7821671358843614,1.0,7867.073883386876,7867.073883386876,0.08,8496.439794057827,0.0,0.0,7867.073883386876,False,7481.0,8143.0,10823.0,-27.311522836673042
2026-01-01,1,SKU-1010,Barra Cereal Pack 6,Galletas,Activo,8169.252813305955,1.0512089103235656,8587.591348033075,1,False,0.0,1.6293423816448538,1.0,8587.591348033075,8587.591348033075,0.08,9274.598655875721,0.0,0.0,8587.591348033075,False,11332.0,8591.0,9530.0,-9.888863084647692
2026-01-01,1,SKU-1011,Snack Mix 120g,Galletas,Activo,10140.199785958148,0.9753283650719689,9890.024478741689,1,False,0.0,1.7718032524313152,1.0,9890.024478741689,9890.024478741689,0.08,10681.226437041025,0.0,0.0,9890.024478741689,False,7495.0,8860.0,10088.0,-1.9624853415772359
2026-01-01,1,SKU-1001,Yogurt Natural 1L,Lacteos,Activo,12306.463968531356,0.6331935961417089,7792.374176022736,1,False,0.0,1.9050386657544744,1.0,7792.374176022736,7792.374176022736,0.08,8415.764110104556,0.0,0.0,7792.374176022736,False,9057.0,7784.0,8174.0,-4.668776902095228
2026-01-01,1,SKU-1002,Yogurt Frutado Pack 4,Lacteos,Activo,4448.196761255631,1.319880261274169,5871.087103444994,0,False,0.0,1.7203473106614469,1.0,5871.087103444994,5871.087103444994,0.08,6340.774071720593,0.0,0.0,5871.087103444994,False,5492.0,5400.0,6486.0,-9.48061820158813
2026-01-01,1,SKU-1003,Leche Entera 1L,Lacteos,Activo,3663.165957646297,0.9891776421755483,3623.5218648822984,3,True,0.1111111111111111,1.7639887438376745,1.084887638204186,3931.1140779733846,3931.1140779733846,0.08,4245.603204211256,0.0,0.0,3931.1140779733846,False,3342.0,3748.0,3748.0,4.885647758094569
2026-01-01,1,SKU-1004,Leche Descremada 1L,Lacteos,Activo,5704.585000851087,0.6517917203379306,3718.2012715186856,1,False,0.0,1.7585227272727273,1.0,3718.2012715186856,3718.2012715186856,0.08,4015.6573732401807,0.0,0.0,3718.2012715186856,False,3790.0,3810.0,3293.0,12.912276693552549
2026-01-01,1,SKU-1005,Queso Untable 250g,Lacteos,Activo,4447.8668566142305,0.6667636555986803,2965.6759649323158,0,False,0.0,1.5603271983640081,1.0,2965.6759649323158,2965.6759649323158,0.08,3202.9300421269013,0.0,0.0,2965.6759649323158,False,2538.0,2883.0,2919.0,1.5990395660265833
2026-01-01,1,SKU-1006,Manjar 400g,Lacteos,Activo,5212.982569886166,0.6819479907282617,3554.982989235321,0,False,0.0,1.7712687161651397,1.0,3554.982989235321,3554.982989235321,0.08,3839.3816283741467,0.0,0.0,3554.982989235321,False,3406.0,3397.0,3627.0,-1.9855806662442577
2026-02-01,2,SKU-1012,Jugo Naranja 1L,Bebidas,Activo,8621.325069420065,0.732433639362777,6314.548496724884,1,False,0.0,1.675392670157068,1.0,6314.548496724884,6314.548496724884,0.08,6819.712376462875,0.0,0.0,6314.548496724884,False,6047.0,5931.0,6074.0,3.960297937518664
2026-02-01,2,SKU-1013,Jugo Manzana 1L,Bebidas,Activo,10344.166433122093,0.7022683003936135,7264.38017997732,1,False,0.0,1.6965448589199297,1.0,7264.38017997732,7264.38017997732,0.08,7845.530594375507,0.0,0.0,7264.38017997732,False,9169.0,9806.0,7462.0,-2.648349236433667
2026-02-01,2,SKU-1014,Agua Saborizada 500ml,Bebidas,Activo,8239.544034220507,0.7397393288631028,6095.114774012261,2,True,0.1111111111111111,1.690721649484536,1.0767468499427262,6562.895632957073,6562.895632957073,0.08,7087.927283593639,0.0,0.0,6562.895632957073,False,6034.0,5556.0,7960.0,-17.55156240003677
2026-02-01,2,SKU-1015,Bebida Isotonica 600ml,Bebidas,Activo,5802.684360827108,1.2479506457385354,7241.463695111091,2,True,0.07407407407407407,1.6883561643835616,1.0509893455098935,7610.70118945846,7610.70118945846,0.08,8219.557284615137,0.0,0.0,7610.70118945846,False,7291.0,8038.0,7199.0,5.718866362806785
2026-02-01,2,SKU-1016,Te Helado 1.5L,Bebidas,Activo,3037.0150902677233,0.7354419734555779,2233.5483714008647,1,False,0.0,1.5667870036101084,1.0,2233.5483714008647,2233.5483714008647,0.08,2412.232241112934,0.0,0.0,2233.5483714008647,False,2466.0,2391.0,2278.0,-1.9513445390314077
2026-02-01,2,SKU-1017,Nectar Durazno 1L,Bebidas,Activo,4105.272591656461,0.9849637307778493,4043.5446077379984,1,False,0.0,1.6616982440073014,1.0,4043.5446077379984,4043.5446077379984,0.08,4367.028176357038,0.0,0.0,4043.5446077379984,False,3906.0,3887.0,4291.0,-5.766846708506213
2026-02-01,2,SKU-1018,Arroz Grano Largo 1kg,Despensa,Activo,10908.211013621123,1.221434972445841,13323.670418855736,1,False,0.0,1.7129528844658684,1.0,13323.670418855736,13323.670418855736,0.08,14389.564052364196,0.0,0.0,13323.670418855736,False,15006.0,13654.0,12894.0,3.3323283609099974
2026-02-01,2,SKU-1019,Fideos Spaghetti 400g,Despensa,Activo,3641.221022956703,1.2591854001938128,4584.97235098586,0,False,0.0,1.8031651182739419,1.0,4584.97235098586,4584.97235098586,0.08,4951.77013906473,0.0,0.0,4584.97235098586,False,4110.0,3970.0,4453.0,2.963672826989905
2026-02-01,2,SKU-1020,Aceite Vegetal 900ml,Despensa,Activo,13407.560341055967,0.7156808532081832,9595.534224327133,1,False,0.0,1.72162451140297,1.0,9595.534224327133,9595.534224327133,0.08,10363.176962273305,0.0,0.0,9595.534224327133,False,6826.0,10525.0,9439.0,1.6583772044404421
2026-02-01,2,SKU-1021,Azucar 1kg,Despensa,Pausado,0.0,1.2419352195776794,0.0,2,True,0.0,2.4424173318129987,1.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,True,5841.0,6499.0,8821.0,-100.0
2026-02-01,2,SKU-1022,Harina 1kg,Despensa,Activo,12794.154521131673,1.047070762211855,13396.385126297591,1,False,0.0,1.733144863107313,1.0,13396.385126297591,13396.385126297591,0.08,14468.0959364014,0.0,0.0,13396.385126297591,False,13696.0,13469.0,13044.0,2.701511241165222
2026-02-01,2,SKU-1023,Salsa Tomate 200g,Despensa,Activo,12064.334396064447,1.0342778120493437,12477.873382993175,1,False,0.0,1.5941085046692045,1.0,12477.873382993175,12477.873382993175,0.08,13476.10325363263,0.0,0.0,12477.873382993175,False,11531.0,12822.0,12554.0,-0.6063933169254798
2026-02-01,2,SKU-1024,Atun Lomitos 160g,Despensa,Activo,11949.212686038616,1.0414340150102035,12444.316543832054,2,True,0.07407407407407407,1.7532984293193716,1.0557998836532867,13138.707959122554,13138.707959122554,0.08,14189.80459585236,0.0,0.0,13138.707959122554,False,11037.0,11102.0,12947.0,1.4807133631154157
2026-02-01,2,SKU-1025,Legumbres Mix 500g,Despensa,Activo,7383.381479854536,0.6984131812045593,5156.650947392033,2,True,0.07407407407407407,1.7396449704142012,1.054788516326978,5439.176202015748,5439.176202015748,0.08,5874.310298177008,0.0,0.0,5439.176202015748,False,5255.0,4582.0,5627.0,-3.3379029320108833
2026-02-01,2,SKU-1007,Galleta Avena 180g,Galletas,Activo,10370.699220313321,1.252782270726376,12992.22811824438,0,False,0.0,1.8868673503142575,1.0,12992.22811824438,12992.22811824438,0.08,14031.606367703931,0.0,0.0,12992.22811824438,False,10126.0,11623.0,12445.0,4.397172504976932
2026-02-01,2,SKU-1008,Galleta Chocolate 200g,Galletas,Activo,12890.559799648414,0.6405487220863383,8257.031606642317,1,False,0.0,1.8100584222042841,1.0,8257.031606642317,8257.031606642317,0.08,8917.594135173702,0.0,0.0,8257.031606642317,False,5841.0,7616.0,7459.0,10.698908789949279
2026-02-01,2,SKU-1009,Galleta Salada 150g,Galletas,Activo,12464.112981030852,0.7484602094644338,9328.89261257072,0,False,0.0,1.7821671358843614,1.0,9328.89261257072,9328.89261257072,0.08,10075.20402157638,0.0,0.0,9328.89261257072,False,8830.0,9388.0,10565.0,-11.700022597532222
2026-02-01,2,SKU-1010,Barra Cereal Pack 6,Galletas,Activo,8169.252813305955,1.076912171180547,8797.567784100107,2,True,0.1111111111111111,1.6293423816448538,1.0699269312938726,9412.754702092063,9412.754702092063,0.08,10165.775078259428,0.0,0.0,9412.754702092063,False,10624.0,10088.0,9625.0,-2.205145952290255
2026-02-01,2,SKU-1011,Snack Mix 120g,Galletas,Activo,10140.199785958148,0.9740366868725502,9876.926603740418,2,True,0.07407407407407407,1.7718032524313152,1.0571706112912085,10441.596535354656,10441.596535354656,0.08,11276.92425818303,0.0,0.0,10441.596535354656,False,11033.0,8964.0,8824.0,18.331783038924023
2026-02-01,2,SKU-1001,Yogurt Natural 1L,Lacteos,Activo,12306.463968531356,0.7212674120542265,8876.251418121197,1,False,0.0,1.9050386657544744,1.0,8876.251418121197,8876.251418121197,0.08,9586.351531570894,0.0,0.0,8876.251418121197,False,8572.0,8745.0,9748.0,-8.94284552604434
2026-02-01,2,SKU-1002,Yogurt Frutado Pack 4,Lacteos,Activo,4448.196761255631,1.2459038114979937,5542.025299141422,2,True,0.07407407407407407,1.7203473106614469,1.0533590600489962,5837.742559871364,5837.742559871364,0.08,6304.761964661074,0.0,0.0,5837.742559871364,False,5438.0,5814.0,5814.0,0.40836876283736334
2026-02-01,2,SKU-1003,Leche Entera 1L,Lacteos,Activo,3663.165957646297,0.9886012000836354,3621.4102618346487,2,True,0.1111111111111111,1.7639887438376745,1.084887638204186,3928.8232259301953,3928.8232259301953,0.08,4243.129084004611,0.0,0.0,3928.8232259301953,False,2987.0,3792.0,3824.0,2.7411931467101303
2026-02-01,2,SKU-1004,Leche Descremada 1L,Lacteos,Activo,5704.585000851087,0.7385916685350351,4213.358954078539,0,False,0.0,1.7585227272727273,1.0,4213.358954078539,4213.358954078539,0.08,4550.4276704048225,0.0,0.0,4213.358954078539,False,3646.0,4004.0,4547.0,-7.337608223476167
2026-02-01,2,SKU-1005,Queso Untable 250g,Lacteos,Activo,4447.8668566142305,0.6869555267962122,3055.4867196048413,3,True,0.1111111111111111,1.5603271983640081,1.062258577596001,3245.71697663091,3245.71697663091,0.08,3505.3743347613827,0.0,0.0,3245.71697663091,False,2614.0,3220.0,3308.0,-1.8827999809277518
2026-02-01,2,SKU-1006,Manjar 400g,Lacteos,Activo,5212.982569886166,0.7349539975973353,3831.302379143068,2,True,0.07407407407407407,1.7712687161651397,1.0571310160122325,4050.1885767135946,4050.1885767135946,0.08,4374.203662850682,0.0,0.0,4050.1885767135946,False,3959.0,4113.0,3605.0,12.349197689697489
2026-03-01,3,SKU-1012,Jugo Naranja 1L,Bebidas,Activo,8621.325069420065,0.8021185845681191,6915.325061784864,0,False,0.0,1.675392670157068,1.0,6915.325061784864,6915.325061784864,0.08,7468.551066727654,0.0,0.0,6915.325061784864,False,6252.0,6626.0,6767.0,2.1918880121895024
2026-03-01,3,SKU-1013,Jugo Manzana 1L,Bebidas,Activo,10344.166433122093,0.8893039494371309,9199.108062610476,1,False,0.0,1.6965448589199297,1.0,9199.108062610476,9199.108062610476,0.08,9935.036707619314,0.0,0.0,9199.108062610476,False,10478.0,9180.0,11586.0,-20.601518534347697
2026-03-01,3,SKU-1014,Agua Saborizada 500ml,Bebidas,Activo,8239.544034220507,0.8360309416060853,6888.5137573341735,1,False,0.0,1.690721649484536,1.0,6888.5137573341735,6888.5137573341735,0.08,7439.594857920908,0.0,0.0,6888.5137573341735,False,7002.0,6842.0,7039.0,-2.1378923521214177
2026-03-01,3,SKU-1015,Bebida Isotonica 600ml,Bebidas,Activo,5802.684360827108,1.1872515547453806,6889.246029088689,1,False,0.0,1.6883561643835616,1.0,6889.246029088689,6889.246029088689,0.08,7440.3857114157845,0.0,0.0,6889.246029088689,False,7726.0,6937.0,6722.0,2.488039706764189
2026-03-01,3,SKU-1016,Te Helado 1.5L,Bebidas,Activo,3037.0150902677233,0.8485202893639627,2576.96892319669,2,True,0.14814814814814814,1.5667870036101084,1.0839684449792752,2793.3529964374334,2793.3529964374334,0.08,3016.8212361524284,0.0,0.0,2793.3529964374334,False,2928.0,2541.0,3110.0,-10.18157567725294
2026-03-01,3,SKU-1017,Nectar Durazno 1L,Bebidas,Activo,4105.272591656461,1.0927167819244852,4485.900255277639,2,True,0.07407407407407407,1.6616982440073014,1.0490146847412816,4705.775242070908,4705.775242070908,0.08,5082.23726143658,0.0,0.0,4705.775242070908,False,4607.0,5788.0,4241.0,10.959095545175845
2026-03-01,3,SKU-1018,Arroz Grano Largo 1kg,Despensa,Activo,10908.211013621123,1.1362138331013552,12394.060248064874,1,False,0.0,1.7129528844658684,1.0,12394.060248064874,12394.060248064874,0.08,13385.585067910064,0.0,0.0,12394.060248064874,False,12598.0,11109.0,15302.0,-19.003658031205894
2026-03-01,3,SKU-1019,Fideos Spaghetti 400g,Despensa,Activo,3641.221022956703,1.162064266811257,4231.332838339917,3,True,0.1111111111111111,1.8031651182739419,1.0892405686971047,4608.939387180105,4608.939387180105,0.08,4977.654538154514,0.0,0.0,4608.939387180105,False,4092.0,3947.0,4697.0,-1.8748267579283606
2026-03-01,3,SKU-1020,Aceite Vegetal 900ml,Despensa,Activo,13407.560341055967,0.827075854336963,11089.069423653247,2,True,0.1111111111111111,1.72162451140297,1.0801805012669967,11978.19656862629,11978.19656862629,0.08,12936.452294116394,0.0,0.0,11978.19656862629,False,8151.0,10624.0,11499.0,4.167289056668322
2026-03-01,3,SKU-1021,Azucar 1kg,Despensa,Pausado,0.0,1.2545800427507878,0.0,0,False,0.0,2.4424173318129987,1.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,True,6181.0,5852.0,6734.0,-100.0
2026-03-01,3,SKU-1022,Harina 1kg,Despensa,Activo,12794.154521131673,1.0385575936504743,13287.466332258848,1,False,0.0,1.733144863107313,1.0,13287.466332258848,13287.466332258848,0.08,14350.463638839556,0.0,0.0,13287.466332258848,False,13396.0,12456.0,15010.0,-11.475907180154243
2026-03-01,3,SKU-1023,Salsa Tomate 200g,Despensa,Activo,12064.334396064447,1.0571617731152856,12753.953141599219,1,False,0.0,1.5941085046692045,1.0,12753.953141599219,12753.953141599219,0.08,13774.269392927157,0.0,0.0,12753.953141599219,False,12569.0,11179.0,13576.0,-6.055147748974521
2026-03-01,3,SKU-1024,Atun Lomitos 160g,Despensa,Activo,11949.212686038616,1.0143585140787852,12120.7856246215,1,False,0.0,1.7532984293193716,1.0,12120.7856246215,12120.7856246215,0.08,13090.448474591221,0.0,0.0,12120.7856246215,False,10597.0,10935.0,11872.0,2.0955662451271895
2026-03-01,3,SKU-1025,Legumbres Mix 500g,Despensa,Activo,7383.381479854536,0.8214878972216267,6065.358526270806,1,False,0.0,1.7396449704142012,1.0,6065.358526270806,6065.358526270806,0.08,6550.587208372471,0.0,0.0,6065.358526270806,False,5296.0,5922.0,6125.0,-0.9737383465990956
2026-03-01,3,SKU-1007,Galleta Avena 180g,Galletas,Activo,10370.699220313321,1.1237336170557661,11653.903346240102,1,False,0.0,1.8868673503142575,1.0,11653.903346240102,11653.903346240102,0.08,12586.215613939312,0.0,0.0,11653.903346240102,False,8830.0,11175.0,11822.0,-1.4218969189637831
2026-03-01,3,SKU-1008,Galleta Chocolate 200g,Galletas,Activo,12890.559799648414,0.8100766392111431,10442.341360049453,1,False,0.0,1.8100584222042841,1.0,10442.341360049453,10442.341360049453,0.08,11277.72866885341,0.0,0.0,10442.341360049453,False,7558.0,10001.0,9846.0,6.056686573729975
2026-03-01,3,SKU-1009,Galleta Salada 150g,Galletas,Activo,12464.112981030852,0.8810928369786412,10982.040666878782,2,True,0.14814814814814814,1.7821671358843614,1.115876612723609,12254.60234014962,12254.60234014962,0.08,13234.970527361591,0.0,0.0,12254.60234014962,False,10250.0,14535.0,13634.0,-10.117336510564613
2026-03-01,3,SKU-1010,Barra Cereal Pack 6,Galletas,Activo,8169.252813305955,0.9896642803606794,8084.817706564894,3,True,0.1111111111111111,1.6293423816448538,1.0699269312938726,8650.164198855342,8650.164198855342,0.08,9342.17733476377,0.0,0.0,8650.164198855342,False,9978.0,9013.0,8877.0,-2.5553205040515725
2026-03-01,3,SKU-1011,Snack Mix 120g,Galletas,Activo,10140.199785958148,1.0693121270329566,10843.03860166204,1,False,0.0,1.7718032524313152,1.0,10843.03860166204,10843.03860166204,0.08,11710.481689795004,0.0,0.0,10843.03860166204,False,11501.0,9675.0,9217.0,17.641733770880318
2026-03-01,3,SKU-1001,Yogurt Natural 1L,Lacteos,Activo,12306.463968531356,0.8368944381282353,10299.21124828942,1,False,0.0,1.9050386657544744,1.0,10299.21124828942,10299.21124828942,0.08,11123.148148152575,0.0,0.0,10299.21124828942,False,10713.0,11299.0,9806.25,5.027010817482935
2026-03-01,3,SKU-1002,Yogurt Frutado Pack 4,Lacteos,Activo,4448.196761255631,1.1704479657876041,5206.382850634662,2,True,0.1111111111111111,1.7203473106614469,1.0800385900734941,5623.094393382279,5623.094393382279,0.08,6072.9419448528615,0.0,0.0,5623.094393382279,False,5835.0,5026.0,6667.0,-15.657801209205358
2026-03-01,3,SKU-1003,Leche Entera 1L,Lacteos,Activo,3663.165957646297,0.9996013568856018,3661.7056617603835,2,True,0.14814814814814814,1.7639887438376745,1.1131835176055813,4076.1503889946966,4076.1503889946966,0.08,4402.242420114273,0.0,0.0,4076.1503889946966,False,3252.0,4242.0,3541.0,15.112973425436227
2026-03-01,3,SKU-1004,Leche Descremada 1L,Lacteos,Activo,5704.585000851087,0.8743569944400911,4987.843795872181,1,False,0.0,1.7585227272727273,1.0,4987.843795872181,4987.843795872181,0.08,5386.8712995419555,0.0,0.0,4987.843795872181,False,4789.0,4884.0,4898.0,1.8342955465941335
2026-03-01,3,SKU-1005,Queso Untable 250g,Lacteos,Activo,4447.8668566142305,0.7782070549291086,3461.361367202552,2,True,0.1111111111111111,1.5603271983640081,1.062258577596001,3676.860802470332,3676.860802470332,0.08,3971.0096666679588,0.0,0.0,3676.860802470332,False,3287.0,3453.0,3733.0,-1.5038627787213432
2026-03-01,3,SKU-1006,Manjar 400g,Lacteos,Activo,5212.982569886166,0.8742114476671475,4557.249039083792,2,True,0.1111111111111111,1.7712687161651397,1.085696524018349,4947.789440819234,4947.789440819234,0.08,5343.612596084773,0.0,0.0,4947.789440819234,False,4288.0,4829.0,6820.0,-27.451767729923247
2026-04-01,4,SKU-1012,Jugo Naranja 1L,Bebidas,Activo,8621.325069420065,0.9672947367071223,8339.362363091195,2,True,0.1111111111111111,1.675392670157068,1.075043630017452,8965.178386848474,8965.178386848474,0.08,9682.392657796354,0.0,0.0,8965.178386848474,False,7948.0,8280.0,8779.0,2.1207243062817405
2026-04-01,4,SKU-1013,Jugo Manzana 1L,Bebidas,Activo,10344.166433122093,0.9681997774495827,10015.219638450255,1,False,0.0,1.6965448589199297,1.0,10015.219638450255,10015.219638450255,0.08,10816.437209526275,0.0,0.0,10015.219638450255,False,11071.0,11732.0,10908.0,-8.18463844471713
2026-04-01,4,SKU-1014,Agua Saborizada 500ml,Bebidas,Activo,8239.544034220507,1.0008889476933633,8246.868557884094,1,False,0.0,1.690721649484536,1.0,8246.868557884094,8246.868557884094,0.08,8906.618042514821,0.0,0.0,8246.868557884094,False,7475.0,8078.0,10188.0,-19.053115843304923
2026-04-01,4,SKU-1015,Bebida Isotonica 600ml,Bebidas,Activo,5802.684360827108,0.995082706400036,5774.150858157002,1,False,0.0,1.6883561643835616,1.0,5774.150858157002,5774.150858157002,0.08,6236.082926809563,0.0,0.0,5774.150858157002,False,6282.0,5743.0,5368.0,7.566148624385294
2026-04-01,4,SKU-1016,Te Helado 1.5L,Bebidas,Activo,3037.0150902677233,1.0044517942864524,3050.5352566944466,2,True,0.07407407407407407,1.5667870036101084,1.0419842224896376,3178.60960762399,3178.60960762399,0.08,3432.8983762339094,0.0,0.0,3178.60960762399,False,3185.0,2945.0,3363.0,-5.482913838121018
2026-04-01,4,SKU-1017,Nectar Durazno 1L,Bebidas,Activo,4105.272591656461,1.093842904821576,4490.523296741903,0,False,0.0,1.6616982440073014,1.0,4490.523296741903,4490.523296741903,0.08,4849.765160481256,0.0,0.0,4490.523296741903,False,4085.0,4517.0,4575.0,-1.8464853171168638
2026-04-01,4,SKU-1018,Arroz Grano Largo 1kg,Despensa,Activo,10908.211013621123,1.0419056823542932,11365.327039411532,0,False,0.0,1.7129528844658684,1.0,11365.327039411532,11365.327039411532,0.08,12274.553202564455,0.0,0.0,11365.327039411532,False,12651.0,10714.0,11373.0,-0.06746646081481344
2026-04-01,4,SKU-1019,Fideos Spaghetti 400g,Despensa,Activo,3641.221022956703,0.9973616426812397,3631.6141808215616,0,False,0.0,1.8031651182739419,1.0,3631.6141808215616,3631.6141808215616,0.08,3922.143315287287,0.0,0.0,3631.6141808215616,False,3104.0,3416.0,3407.0,6.592726176153851
2026-04-01,4,SKU-1020,Aceite Vegetal 900ml,Despensa,Activo,13407.560341055967,0.9181965370427289,12310.775475349017,1,False,0.0,1.72162451140297,1.0,12310.775475349017,12310.775475349017,0.08,13295.63751337694,0.0,0.0,12310.775475349017,False,11017.0,12267.0,10917.0,12.767019101850474
2026-04-01,4,SKU-1021,Azucar 1kg,Despensa,Pausado,0.0,1.3143336530366536,0.0,1,False,0.0,2.4424173318129987,1.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,True,6292.0,6376.0,7271.0,-100.0
