Fecha,Mes_Calendario,SKU,Producto,Categoria,Estado_SKU,Nivel_Actual,Indice_Estacional,Pronostico_Modelo_Sin_Promocion,Anios_Con_Promocion,Promocion_Recurrente,Proporcion_Promocion_Esperada,Factor_Promocional_SKU,Multiplicador_Promo_Recurrente,Pronostico_Promo_Recurrente,Pronostico_Recomendado,Proteccion_Sesgo_pct,Pronostico_Protegido,Ajuste_Manual_pct,Ajuste_Manual_Unidades,Pronostico_Final,Regla_Pausa_Aplicada
2026-03-01,3,SKU-1019,Fideos Spaghetti 400g,Despensa,Activo,3641.221022956703,1.162064266811257,4231.332838339917,3,True,0.1111111111111111,1.8031651182739419,1.0892405686971047,4608.939387180105,4608.939387180105,0.08,4977.654538154514,0.0,0.0,4608.939387180105,False
2026-03-01,3,SKU-1020,Aceite Vegetal 900ml,Despensa,Activo,13407.560341055967,0.827075854336963,11089.069423653247,2,True,0.1111111111111111,1.72162451140297,1.0801805012669967,11978.19656862629,11978.19656862629,0.08,12936.452294116394,0.0,0.0,11978.19656862629,False
2026-03-01,3,SKU-1009,Galleta Salada 150g,Galletas,Activo,12464.112981030852,0.8810928369786412,10982.040666878782,2,True,0.14814814814814814,1.7821671358843614,1.115876612723609,12254.60234014962,12254.60234014962,0.08,13234.970527361591,0.0,0.0,12254.60234014962,False
2026-03-01,3,SKU-1010,Barra Cereal Pack 6,Galletas,Activo,8169.252813305955,0.9896642803606794,8084.817706564894,3,True,0.1111111111111111,1.6293423816448538,1.0699269312938726,8650.164198855342,8650.164198855342,0.08,9342.17733476377,0.0,0.0,8650.164198855342,False
2026-03-01,3,SKU-1002,Yogurt Frutado Pack 4,Lacteos,Activo,4448.196761255631,1.1704479657876041,5206.382850634662,2,True,0.1111111111111111,1.7203473106614469,1.0800385900734941,5623.094393382279,5623.094393382279,0.08,6072.9419448528615,0.0,0.0,5623.094393382279,False
2026-03-01,3,SKU-1003,Leche Entera 1L,Lacteos,Activo,3663.165957646297,0.9996013568856018,3661.7056617603835,2,True,0.14814814814814814,1.7639887438376745,1.1131835176055813,4076.1503889946966,4076.1503889946966,0.08,4402.242420114273,0.0,0.0,4076.1503889946966,False
2026-03-01,3,SKU-1005,Queso Untable 250g,Lacteos,Activo,4447.8668566142305,0.7782070549291086,3461.361367202552,2,True,0.1111111111111111,1.5603271983640081,1.062258577596001,3676.860802470332,3676.860802470332,0.08,3971.0096666679588,0.0,0.0,3676.860802470332,False
2026-03-01,3,SKU-1006,Manjar 400g,Lacteos,Activo,5212.982569886166,0.8742114476671475,4557.249039083792,2,True,0.1111111111111111,1.7712687161651397,1.085696524018349,4947.789440819234,4947.789440819234,0.08,5343.612596084773,0.0,0.0,4947.789440819234,False
2026-04-01,4,SKU-1012,Jugo Naranja 1L,Bebidas,Activo,8621.325069420065,0.9672947367071223,8339.362363091195,2,True,0.1111111111111111,1.675392670157068,1.075043630017452,8965.178386848474,8965.178386848474,0.08,9682.392657796354,0.0,0.0,8965.178386848474,False
2026-04-01,4,SKU-1016,Te Helado 1.5L,Bebidas,Activo,3037.0150902677233,1.0044517942864524,3050.5352566944466,2,True,0.07407407407407407,1.5667870036101084,1.0419842224896376,3178.60960762399,3178.60960762399,0.08,3432.8983762339094,0.0,0.0,3178.60960762399,False
2026-04-01,4,SKU-1025,Legumbres Mix 500g,Despensa,Activo,7383.381479854536,0.9584558423328238,7076.64511553855,3,True,0.1111111111111111,1.7396449704142012,1.0821827744904668,7658.223445217919,7658.223445217919,0.08,8270.881320835353,0.0,0.0,7658.223445217919,False
2026-04-01,4,SKU-1007,Galleta Avena 180g,Galletas,Activo,10370.699220313321,1.0266552697715088,10647.133005749949,3,True,0.14814814814814814,1.8868673503142575,1.1313877556021121,12046.035914972605,12046.035914972605,0.08,13009.718788170414,0.0,0.0,12046.035914972605,False
2026-04-01,4,SKU-1010,Barra Cereal Pack 6,Galletas,Activo,8169.252813305955,1.065220486570305,8702.055456705602,2,True,0.07407407407407407,1.6293423816448538,1.046617954195915,9107.727479396617,9107.727479396617,0.08,9836.345677748348,0.0,0.0,9107.727479396617,False
2026-04-01,4,SKU-1011,Snack Mix 120g,Galletas,Activo,10140.199785958148,1.022722625315045,10370.611746314175,2,True,0.14814814814814814,1.7718032524313152,1.114341222582417,11556.400172315312,11556.400172315312,0.08,12480.912186100539,0.0,0.0,11556.400172315312,False
2026-04-01,4,SKU-1002,Yogurt Frutado Pack 4,Lacteos,Activo,4448.196761255631,0.9645119057740833,4290.338735456774,2,True,0.1111111111111111,1.7203473106614469,1.0800385900734941,4633.731398780432,4633.731398780432,0.08,5004.429910682867,0.0,0.0,4633.731398780432,False
2026-05-01,5,SKU-1014,Agua Saborizada 500ml,Bebidas,Activo,8239.544034220507,1.140435547146967,9396.668908907792,2,True,0.07407407407407407,1.690721649484536,1.0511645666284841,9877.44540138341,9877.44540138341,0.08,10667.641033494083,0.0,0.0,9877.44540138341,False
2026-05-01,5,SKU-1015,Bebida Isotonica 600ml,Bebidas,Activo,5802.684360827108,0.8948309290640925,5192.4214376646005,2,True,0.07407407407407407,1.6883561643835616,1.0509893455098935,5457.179608382659,5457.179608382659,0.08,5893.753977053272,0.0,0.0,5457.179608382659,False
2026-05-01,5,SKU-1016,Te Helado 1.5L,Bebidas,Activo,3037.0150902677233,1.1857347762538146,3601.0944085380575,2,True,0.1111111111111111,1.5667870036101084,1.0629763337344564,3827.878131819435,3827.878131819435,0.08,4134.108382364991,0.0,0.0,3827.878131819435,False
2026-05-01,5,SKU-1020,Aceite Vegetal 900ml,Despensa,Activo,13407.560341055967,1.1524467565349927,15451.49942809715,2,True,0.07407407407407407,1.72162451140297,1.053453667511331,16277.438741078176,16277.438741078176,0.08,17579.633840364433,0.0,0.0,16277.438741078176,False
2026-05-01,5,SKU-1022,Harina 1kg,Despensa,Activo,12794.154521131673,1.0308973724262076,13189.460278249526,2,True,0.07407407407407407,1.733144863107313,1.054307026896838,13905.740652335198,13905.740652335198,0.08,15018.199904522015,0.0,0.0,13905.740652335198,False
2026-05-01,5,SKU-1024,Atun Lomitos 160g,Despensa,Activo,11949.212686038616,1.0467971980792603,12508.402358998375,3,True,0.18518518518518517,1.7532984293193716,1.1394997091332169,14253.320849799893,14253.320849799893,0.08,15393.586517783886,0.0,0.0,14253.320849799893,False
2026-05-01,5,SKU-1025,Legumbres Mix 500g,Despensa,Activo,7383.381479854536,1.12758980809161,8325.425705936324,2,True,0.07407407407407407,1.7396449704142012,1.054788516326978,8781.563428155057,8781.563428155057,0.08,9484.088502407463,0.0,0.0,8781.563428155057,False
2026-05-01,5,SKU-1009,Galleta Salada 150g,Galletas,Activo,12464.112981030852,1.1066911036892235,13793.922951484212,2,True,0.07407407407407407,1.7821671358843614,1.0579383063618046,14593.119485378433,14593.119485378433,0.08,15760.569044208709,0.0,0.0,14593.119485378433,False
2026-05-01,5,SKU-1011,Snack Mix 120g,Galletas,Activo,10140.199785958148,1.073727054080361,10887.80684396315,2,True,0.07407407407407407,1.7718032524313152,1.0571706112912085,11510.269416853127,11510.269416853127,0.08,12431.090970201378,0.0,0.0,11510.269416853127,False
2026-05-01,5,SKU-1002,Yogurt Frutado Pack 4,Lacteos,Activo,4448.196761255631,0.813540181799486,3618.7868018317904,2,True,0.07407407407407407,1.7203473106614469,1.0533590600489962,3811.8818640952477,3811.8818640952477,0.08,4116.832413222868,0.0,0.0,3811.8818640952477,False
2026-05-01,5,SKU-1004,Leche Descremada 1L,Lacteos,Activo,5704.585000851087,1.1436437780380604,6524.013142512589,3,True,0.14814814814814814,1.7585227272727273,1.1123737373737375,7257.1408820121105,7257.1408820121105,0.08,7837.71215257308,0.0,0.0,7257.1408820121105,False
2026-05-01,5,SKU-1006,Manjar 400g,Lacteos,Activo,5212.982569886166,1.1982834243702236,6246.630605025483,2,True,0.1111111111111111,1.7712687161651397,1.085696524018349,6781.945134702803,6781.945134702803,0.08,7324.500745479028,0.0,0.0,6781.945134702803,False
2026-06-01,6,SKU-1014,Agua Saborizada 500ml,Bebidas,Activo,8239.544034220507,1.3300603229008594,10959.090598711178,2,True,0.1111111111111111,1.690721649484536,1.0767468499427262,11800.166280399206,11800.166280399206,0.08,12744.179582831142,0.0,0.0,11800.166280399206,False
2026-06-01,6,SKU-1015,Bebida Isotonica 600ml,Bebidas,Activo,5802.684360827108,0.7537763437738045,4373.926201577694,3,True,0.14814814814814814,1.6883561643835616,1.1019786910197868,4819.9734702317355,4819.9734702317355,0.08,5205.571347850275,0.0,0.0,4819.9734702317355,False
2026-06-01,6,SKU-1017,Nectar Durazno 1L,Bebidas,Activo,4105.272591656461,1.0118745837326302,4154.020994791358,2,True,0.07407407407407407,1.6616982440073014,1.0490146847412816,4357.6290242597215,4357.6290242597215,0.08,4706.239346200499,0.0,0.0,4357.6290242597215,False
2026-06-01,6,SKU-1018,Arroz Grano Largo 1kg,Despensa,Activo,10908.211013621123,0.7671188880254932,8367.894703116473,2,True,0.07407407407407407,1.7129528844658684,1.0528113247752495,8809.814307967848,8809.814307967848,0.08,9514.599452605276,0.0,0.0,8809.814307967848,False
2026-06-01,6,SKU-1019,Fideos Spaghetti 400g,Despensa,Activo,3641.221022956703,0.736289700261501,2680.993535578667,2,True,0.07407407407407407,1.8031651182739419,1.0594937124647363,2840.495794104201,2840.495794104201,0.08,3067.7354576325374,0.0,0.0,2840.495794104201,False
2026-06-01,6,SKU-1007,Galleta Avena 180g,Galletas,Activo,10370.699220313321,0.6720253428648233,6969.372699279015,2,True,0.1111111111111111,1.8868673503142575,1.0985408167015842,7656.140376963694,7656.140376963694,0.08,8268.63160712079,0.0,0.0,7656.140376963694,False
2026-06-01,6,SKU-1008,Galleta Chocolate 200g,Galletas,Activo,12890.559799648414,1.287492415616822,16596.497975102433,2,True,0.1111111111111111,1.8100584222042841,1.0900064913560317,18090.290526638888,18090.290526638888,0.08,19537.51376877,0.0,0.0,18090.290526638888,False
2026-06-01,6,SKU-1011,Snack Mix 120g,Galletas,Activo,10140.199785958148,1.012389803257485,10265.83486629776,3,True,0.14814814814814814,1.7718032524313152,1.114341222582417,11439.642975739449,11439.642975739449,0.08,12354.814413798606,0.0,0.0,11439.642975739449,False
