Fecha,SKU,Producto,Categoria,Canal,Region,Estado_SKU,Participacion_Canal_Region,Factor_Promocional_SKU,Proporcion_Promocion_Esperada,Pronostico_Base,Pronostico_Recomendado_Detalle,Pronostico_Protegido_Detalle,Pronostico_Final_Detalle
2026-01-01,SKU-1013,Jugo Manzana 1L,Bebidas,Supermercado,Centro,Activo,0.2996328400015141,1.6965448589199297,0.14814814814814814,2195.549549656741,2422.1123276296844,2615.8813138400596,2422.1123276296844
2026-01-01,SKU-1013,Jugo Manzana 1L,Bebidas,Supermercado,Norte,Activo,0.11234338922744994,1.6965448589199297,0.14814814814814814,823.1924031557866,908.1391344624689,980.7902652194665,908.1391344624689
2026-01-01,SKU-1013,Jugo Manzana 1L,Bebidas,Supermercado,Sur,Activo,0.1331238881108293,1.6965448589199297,0.14814814814814814,975.4608092651285,1076.1203961942394,1162.2100278897788,1076.1203961942394
2026-01-01,SKU-1014,Agua Saborizada 500ml,Bebidas,Ecommerce,Centro,Activo,0.06262075235822252,1.690721649484536,0.07407407407407407,342.83128314663213,360.3720971755167,389.2018649495581,360.3720971755167
2026-01-01,SKU-1014,Agua Saborizada 500ml,Bebidas,Ecommerce,Norte,Activo,0.027162177520172748,1.690721649484536,0.07407407407407407,148.70540230861178,156.3138497730463,168.81895775489,156.3138497730463
2026-01-01,SKU-1014,Agua Saborizada 500ml,Bebidas,Ecommerce,Sur,Activo,0.02903739061256961,1.690721649484536,0.07407407407407407,158.97167485293016,167.10539170298463,180.4738230392234,167.10539170298463
2026-01-01,SKU-1014,Agua Saborizada 500ml,Bebidas,Mayorista,Centro,Activo,0.1598477099670417,1.690721649484536,0.07407407407407407,875.1219596111399,919.8971954217137,993.4889710554509,919.8971954217137
2026-01-01,SKU-1014,Agua Saborizada 500ml,Bebidas,Mayorista,Norte,Activo,0.07739515854074326,1.690721649484536,0.07407407407407407,423.71706682914066,445.3963669265461,481.0280762806698,445.3963669265461
2026-01-01,SKU-1014,Agua Saborizada 500ml,Bebidas,Mayorista,Sur,Activo,0.07211046709853393,1.690721649484536,0.07407407407407407,394.7848442042434,414.98383966944715,448.18254684300297,414.98383966944715
2026-01-01,SKU-1014,Agua Saborizada 500ml,Bebidas,Supermercado,Centro,Activo,0.32111603591317195,1.690721649484536,0.07407407407407407,1758.021398422521,1847.9698013964112,1995.807385508124,1847.9698013964112
2026-01-01,SKU-1014,Agua Saborizada 500ml,Bebidas,Supermercado,Norte,Activo,0.11677463348107739,1.690721649484536,0.07407407407407407,639.3087902598268,672.0187474552513,725.7802472516714,672.0187474552513
2026-01-01,SKU-1014,Agua Saborizada 500ml,Bebidas,Supermercado,Sur,Activo,0.13393567450846688,1.690721649484536,0.07407407407407407,733.2607389987405,770.7777069352932,832.4399234901166,770.7777069352932
2026-01-01,SKU-1015,Bebida Isotonica 600ml,Bebidas,Ecommerce,Centro,Activo,0.06109128474830954,1.6883561643835616,0.0,448.4101799181122,448.4101799181122,484.28299431156114,448.4101799181122
2026-01-01,SKU-1015,Bebida Isotonica 600ml,Bebidas,Ecommerce,Norte,Activo,0.035687453042824946,1.6883561643835616,0.0,261.9459928806805,261.9459928806805,282.9016723111349,261.9459928806805
2026-01-01,SKU-1015,Bebida Isotonica 600ml,Bebidas,Ecommerce,Sur,Activo,0.024229902329075882,1.6883561643835616,0.0,177.84754253477777,177.84754253477777,192.07534593756,177.84754253477777
2026-01-01,SKU-1015,Bebida Isotonica 600ml,Bebidas,Mayorista,Centro,Activo,0.16735537190082644,1.6883561643835616,0.0,1228.3888402983487,1228.3888402983487,1326.6599475222167,1228.3888402983487
2026-01-01,SKU-1015,Bebida Isotonica 600ml,Bebidas,Mayorista,Norte,Activo,0.08550901577761082,1.6883561643835616,0.0,627.6363855733146,627.6363855733146,677.8472964191798,627.6363855733146
2026-01-01,SKU-1015,Bebida Isotonica 600ml,Bebidas,Mayorista,Sur,Activo,0.08682381667918858,1.6883561643835616,0.0,637.287027416287,637.287027416287,688.26998960959,637.287027416287
2026-01-01,SKU-1015,Bebida Isotonica 600ml,Bebidas,Supermercado,Centro,Activo,0.2543670172802404,1.6883561643835616,0.0,1867.0545308350604,1867.0545308350604,2016.4188933018654,1867.0545308350604
2026-01-01,SKU-1015,Bebida Isotonica 600ml,Bebidas,Supermercado,Norte,Activo,0.13256010518407213,1.6883561643835616,0.0,972.9914972396854,972.9914972396854,1050.8308170188602,972.9914972396854
2026-01-01,SKU-1015,Bebida Isotonica 600ml,Bebidas,Supermercado,Sur,Activo,0.15237603305785125,1.6883561643835616,0.0,1118.4404564444842,1118.4404564444842,1207.915692960043,1118.4404564444842
2026-01-01,SKU-1016,Te Helado 1.5L,Bebidas,Ecommerce,Centro,Activo,0.06187745246000604,1.5667870036101084,0.0,134.71202663593502,134.71202663593502,145.48898876680983,134.71202663593502
2026-01-01,SKU-1016,Te Helado 1.5L,Bebidas,Ecommerce,Norte,Activo,0.035466344702686385,1.5667870036101084,0.0,77.21299087669445,77.21299087669445,83.39003014683001,77.21299087669445
2026-01-01,SKU-1016,Te Helado 1.5L,Bebidas,Ecommerce,Sur,Activo,0.03757923332327196,1.5667870036101084,0.0,81.8129137374337,81.8129137374337,88.35794683642841,81.8129137374337
2026-01-01,SKU-1016,Te Helado 1.5L,Bebidas,Mayorista,Centro,Activo,0.1670691216420163,1.5667870036101084,0.0,363.7224719170245,363.7224719170245,392.8202696703865,363.7224719170245
2026-01-01,SKU-1016,Te Helado 1.5L,Bebidas,Mayorista,Norte,Activo,0.07017808632659221,1.5667870036101084,0.0,152.78315216026775,152.78315216026775,165.00580433308917,152.78315216026775
2026-01-01,SKU-1016,Te Helado 1.5L,Bebidas,Mayorista,Sur,Activo,0.07893148204044673,1.5667870036101084,0.0,171.83997544047318,171.83997544047318,185.58717347571107,171.83997544047318
2026-01-01,SKU-1016,Te Helado 1.5L,Bebidas,Supermercado,Centro,Activo,0.27965590099607607,1.5667870036101084,0.0,608.8326472107013,608.8326472107013,657.5392589875576,608.8326472107013
2026-01-01,SKU-1016,Te Helado 1.5L,Bebidas,Supermercado,Norte,Activo,0.11907636583157259,1.5667870036101084,0.0,259.23850979451885,259.23850979451885,279.97759057808037,259.23850979451885
2026-01-01,SKU-1016,Te Helado 1.5L,Bebidas,Supermercado,Sur,Activo,0.15016601267733173,1.5667870036101084,0.0,326.9230890311106,326.9230890311106,353.0769361535995,326.9230890311106
2026-01-01,SKU-1017,Nectar Durazno 1L,Bebidas,Ecommerce,Centro,Activo,0.05776935965615211,1.6616982440073014,0.1111111111111111,255.24559163813393,274.01176494675144,295.93270614249155,274.01176494675144
2026-01-01,SKU-1017,Nectar Durazno 1L,Bebidas,Ecommerce,Norte,Activo,0.03161652218255992,1.6616982440073014,0.1111111111111111,139.69304763045412,149.96356366568742,161.96064875894243,149.96356366568742
2026-01-01,SKU-1017,Nectar Durazno 1L,Bebidas,Ecommerce,Sur,Activo,0.02972244481678444,1.6616982440073014,0.1111111111111111,131.32433970789236,140.9795713723513,152.25793708213942,140.9795713723513
2026-01-01,SKU-1017,Nectar Durazno 1L,Bebidas,Mayorista,Centro,Activo,0.15436730531070153,1.6616982440073014,0.1111111111111111,682.049695688784,732.1953719068931,790.7710016594447,732.1953719068931
2026-01-01,SKU-1017,Nectar Durazno 1L,Bebidas,Mayorista,Norte,Activo,0.09521381219494426,1.6616982440073014,0.1111111111111111,420.68850979954726,451.6183818227038,487.7478523685201,451.6183818227038
2026-01-01,SKU-1017,Nectar Durazno 1L,Bebidas,Mayorista,Sur,Activo,0.09208129962846943,1.6616982440073014,0.1111111111111111,406.84795438915665,436.7602407221864,471.7010599799613,436.7602407221864
2026-01-01,SKU-1017,Nectar Durazno 1L,Bebidas,Supermercado,Centro,Activo,0.26764770160996576,1.6616982440073014,0.1111111111111111,1182.5628041343052,1269.5072186814184,1371.0677961759318,1269.5072186814184
2026-01-01,SKU-1017,Nectar Durazno 1L,Bebidas,Supermercado,Norte,Activo,0.1321483208275661,1.6616982440073014,0.1111111111111111,583.8783142895018,626.806231542758,676.9507300661787,626.806231542758
2026-01-01,SKU-1017,Nectar Durazno 1L,Bebidas,Supermercado,Sur,Activo,0.1394332337728564,1.6616982440073014,0.1111111111111111,616.0656524532009,661.3600480555891,714.2688519000363,661.3600480555891
2026-01-01,SKU-1018,Arroz Grano Largo 1kg,Despensa,Ecommerce,Centro,Activo,0.06855593997223386,1.7129528844658684,0.0,1017.8344297198826,1017.8344297198826,1099.2611840974732,1017.8344297198826
2026-01-01,SKU-1018,Arroz Grano Largo 1kg,Despensa,Ecommerce,Norte,Activo,0.03038850569646753,1.7129528844658684,0.0,451.1712242313462,451.1712242313462,487.26492216985383,451.1712242313462
2026-01-01,SKU-1018,Arroz Grano Largo 1kg,Despensa,Ecommerce,Sur,Activo,0.029088344829105973,1.7129528844658684,0.0,431.86803189657496,431.86803189657496,466.417474448301,431.86803189657496
2026-01-01,SKU-1018,Arroz Grano Largo 1kg,Despensa,Mayorista,Centro,Activo,0.17565393684303313,1.7129528844658684,0.0,2607.8940017027267,2607.8940017027267,2816.5255218389448,2607.8940017027267
2026-01-01,SKU-1018,Arroz Grano Largo 1kg,Despensa,Mayorista,Norte,Activo,0.07620264880230944,1.7129528844658684,0.0,1131.3633744684519,1131.3633744684519,1221.8724444259278,1131.3633744684519
2026-01-01,SKU-1018,Arroz Grano Largo 1kg,Despensa,Mayorista,Sur,Activo,0.07234623944996585,1.7129528844658684,0.0,1074.1081429670119,1074.1081429670119,1160.036794404373,1074.1081429670119
2026-01-01,SKU-1018,Arroz Grano Largo 1kg,Despensa,Supermercado,Centro,Activo,0.2727693426474801,1.7129528844658684,0.0,4049.7443172847006,4049.7443172847006,4373.723862667477,4049.7443172847006
2026-01-01,SKU-1018,Arroz Grano Largo 1kg,Despensa,Supermercado,Norte,Activo,0.12882610899314662,1.7129528844658684,0.0,1912.6519048995285,1912.6519048995285,2065.6640572914907,1912.6519048995285
2026-01-01,SKU-1018,Arroz Grano Largo 1kg,Despensa,Supermercado,Sur,Activo,0.14616893276625753,1.7129528844658684,0.0,2170.1368602802895,2170.1368602802895,2343.747809102713,2170.1368602802895
2026-01-01,SKU-1019,Fideos Spaghetti 400g,Despensa,Ecommerce,Centro,Activo,0.08742419867167196,1.8031651182739419,0.0,421.7252748578686,421.7252748578686,455.4632968464981,421.7252748578686
2026-01-01,SKU-1019,Fideos Spaghetti 400g,Despensa,Ecommerce,Norte,Activo,0.030825873520069304,1.8031651182739419,0.0,148.70081945855483,148.70081945855483,160.59688501523922,148.70081945855483
2026-01-01,SKU-1019,Fideos Spaghetti 400g,Despensa,Ecommerce,Sur,Activo,0.028660121282125323,1.8031651182739419,0.0,138.25345509378516,138.25345509378516,149.31373150128798,138.25345509378516
2026-01-01,SKU-1019,Fideos Spaghetti 400g,Despensa,Mayorista,Centro,Activo,0.1476321108865146,1.8031651182739419,0.0,712.1620041984652,712.1620041984652,769.1349645343424,712.1620041984652
2026-01-01,SKU-1019,Fideos Spaghetti 400g,Despensa,Mayorista,Norte,Activo,0.06850996246029455,1.8031651182739419,0.0,330.48495940554693,330.48495940554693,356.9237561579907,330.48495940554693
2026-01-01,SKU-1019,Fideos Spaghetti 400g,Despensa,Mayorista,Sur,Activo,0.0825151602656656,1.8031651182739419,0.0,398.04458229772405,398.04458229772405,429.88814888154195,398.04458229772405
2026-01-01,SKU-1019,Fideos Spaghetti 400g,Despensa,Supermercado,Centro,Activo,0.2731735489460006,1.8031651182739419,0.0,1317.7608918762799,1317.7608918762799,1423.1817632263824,1317.7608918762799
2026-01-01,SKU-1019,Fideos Spaghetti 400g,Despensa,Supermercado,Norte,Activo,0.15347964192896332,1.8031651182739419,0.0,740.3698879833432,740.3698879833432,799.5994790220108,740.3698879833432
2026-01-01,SKU-1019,Fideos Spaghetti 400g,Despensa,Supermercado,Sur,Activo,0.12777938203869477,1.8031651182739419,0.0,616.3944975214099,616.3944975214099,665.7060573231228,616.3944975214099
2026-01-01,SKU-1020,Aceite Vegetal 900ml,Despensa,Ecommerce,Centro,Activo,0.06985466479137366,1.72162451140297,0.07407407407407407,581.8469997420121,612.9488558086872,661.9847642733822,612.9488558086872
2026-01-01,SKU-1020,Aceite Vegetal 900ml,Despensa,Ecommerce,Norte,Activo,0.032604526275412354,1.72162451140297,0.07407407407407407,271.57593337561883,286.0926630223586,308.9800760641473,286.0926630223586
2026-01-01,SKU-1020,Aceite Vegetal 900ml,Despensa,Ecommerce,Sur,Activo,0.018071005412777563,1.72162451140297,0.07407407407407407,150.5205173219116,158.56639100847062,171.25170228914826,158.56639100847062
2026-01-01,SKU-1020,Aceite Vegetal 900ml,Despensa,Mayorista,Centro,Activo,0.16869113071644717,1.72162451140297,0.07407407407407407,1405.094829151241,1480.202300970582,1598.6184850482286,1480.202300970582
2026-01-01,SKU-1020,Aceite Vegetal 900ml,Despensa,Mayorista,Norte,Activo,0.0806375996249414,1.72162451140297,0.07407407407407407,671.6623084270207,707.5651221415717,764.1703319128975,707.5651221415717
2026-01-01,SKU-1020,Aceite Vegetal 900ml,Despensa,Mayorista,Sur,Activo,0.08068021992072626,1.72162451140297,0.07407407407407407,672.0173096471195,707.939099478856,764.5742274371644,707.939099478856
2026-01-01,SKU-1020,Aceite Vegetal 900ml,Despensa,Supermercado,Centro,Activo,0.32988108937476024,1.72162451140297,0.07407407407407407,2747.7094435650843,2894.584590579157,3126.1513578254894,2894.584590579157
2026-01-01,SKU-1020,Aceite Vegetal 900ml,Despensa,Supermercado,Norte,Activo,0.10829817158931083,1.72162451140297,0.07407407407407407,902.0581002711731,950.2764140389714,1026.2985271620892,950.2764140389714
2026-01-01,SKU-1020,Aceite Vegetal 900ml,Despensa,Supermercado,Sur,Activo,0.11128159229425053,1.72162451140297,0.07407407407407407,926.9081856780925,976.4548276488604,1054.5712138607694,976.4548276488604
2026-01-01,SKU-1021,Azucar 1kg,Despensa,Ecommerce,Centro,Pausado,0.060579646981913274,2.4424173318129987,0.0,0.0,0.0,0.0,0.0
2026-01-01,SKU-1021,Azucar 1kg,Despensa,Ecommerce,Norte,Pausado,0.03007191109174112,2.4424173318129987,0.0,0.0,0.0,0.0,0.0
2026-01-01,SKU-1021,Azucar 1kg,Despensa,Ecommerce,Sur,Pausado,0.029472651993898452,2.4424173318129987,0.0,0.0,0.0,0.0,0.0
2026-01-01,SKU-1021,Azucar 1kg,Despensa,Mayorista,Centro,Pausado,0.16288951841359772,2.4424173318129987,0.0,0.0,0.0,0.0,0.0
2026-01-01,SKU-1021,Azucar 1kg,Despensa,Mayorista,Norte,Pausado,0.11075397690128569,2.4424173318129987,0.0,0.0,0.0,0.0,0.0
2026-01-01,SKU-1021,Azucar 1kg,Despensa,Mayorista,Sur,Pausado,0.08765526258444105,2.4424173318129987,0.0,0.0,0.0,0.0,0.0
2026-01-01,SKU-1021,Azucar 1kg,Despensa,Supermercado,Centro,Pausado,0.2736434953148834,2.4424173318129987,0.0,0.0,0.0,0.0,0.0
2026-01-01,SKU-1021,Azucar 1kg,Despensa,Supermercado,Norte,Pausado,0.11168010459795162,2.4424173318129987,0.0,0.0,0.0,0.0,0.0
2026-01-01,SKU-1021,Azucar 1kg,Despensa,Supermercado,Sur,Pausado,0.13325343212028765,2.4424173318129987,0.0,0.0,0.0,0.0,0.0
2026-01-01,SKU-1022,Harina 1kg,Despensa,Ecommerce,Centro,Activo,0.05614393884060088,1.733144863107313,0.14814814814814814,697.7822047040029,773.5711586219933,835.4568513117529,773.5711586219933
2026-01-01,SKU-1022,Harina 1kg,Despensa,Ecommerce,Norte,Activo,0.02651376816887006,1.733144863107313,0.14814814814814814,329.52507412084094,365.31612824776704,394.54141850758845,365.31612824776704
2026-01-01,SKU-1022,Harina 1kg,Despensa,Ecommerce,Sur,Activo,0.03177269739244759,1.733144863107313,0.14814814814814814,394.8854194010077,437.7755255861671,472.79756763306045,437.7755255861671
2026-01-01,SKU-1022,Harina 1kg,Despensa,Mayorista,Centro,Activo,0.187203272222628,1.733144863107313,0.14814814814814814,2326.646735459271,2579.3532691433247,2785.701530674791,2579.3532691433247
2026-01-01,SKU-1022,Harina 1kg,Despensa,Mayorista,Norte,Activo,0.07946826382294939,1.733144863107313,0.14814814814814814,987.6674397891873,1094.9420042247123,1182.5373645626894,1094.9420042247123
2026-01-01,SKU-1022,Harina 1kg,Despensa,Mayorista,Sur,Activo,0.11075402332432498,1.733144863107313,0.14814814814814814,1376.5009753679572,1526.00832635362,1648.0889924619096,1526.00832635362
2026-01-01,SKU-1022,Harina 1kg,Despensa,Supermercado,Centro,Activo,0.22338275752927714,1.733144863107313,0.14814814814814814,2776.3017034515296,3077.847086017688,3324.0748528991035,3077.847086017688
2026-01-01,SKU-1022,Harina 1kg,Despensa,Supermercado,Norte,Activo,0.14505879775034694,1.733144863107313,0.14814814814814814,1802.856190644601,1998.6717099175353,2158.5654467109384,1998.6717099175353
2026-01-01,SKU-1022,Harina 1kg,Despensa,Supermercado,Sur,Activo,0.139702480948555,1.733144863107313,0.14814814814814814,1736.2854685999864,1924.8704718876834,2078.8601096386983,1924.8704718876834
2026-01-01,SKU-1023,Salsa Tomate 200g,Despensa,Ecommerce,Centro,Activo,0.06367996451442988,1.5941085046692045,0.07407407407407407,778.999281406955,813.2815109043676,878.344031776717,813.2815109043676
2026-01-01,SKU-1023,Salsa Tomate 200g,Despensa,Ecommerce,Norte,Activo,0.03656677109034959,1.5941085046692045,0.07407407407407407,447.32261740347127,467.00840787238167,504.3690805021722,467.00840787238167
2026-01-01,SKU-1023,Salsa Tomate 200g,Despensa,Ecommerce,Sur,Activo,0.04130742147431454,1.5941085046692045,0.07407407407407407,505.3151629500926,527.5530915313485,569.7573388538564,527.5530915313485
2026-01-01,SKU-1023,Salsa Tomate 200g,Despensa,Mayorista,Centro,Activo,0.172132738210751,1.5941085046692045,0.07407407407407407,2105.7059374208893,2198.3739230323104,2374.2438368748954,2198.3739230323104
2026-01-01,SKU-1023,Salsa Tomate 200g,Despensa,Mayorista,Norte,Activo,0.07086024784452885,1.5941085046692045,0.07407407407407407,866.8359439600248,904.9836925866623,977.3823879935953,904.9836925866623
2026-01-01,SKU-1023,Salsa Tomate 200g,Despensa,Mayorista,Sur,Activo,0.08097917995065287,1.5941085046692045,0.07407407407407407,990.6212019981346,1034.2164968879658,1116.953816639003,1034.2164968879658
2026-01-01,SKU-1023,Salsa Tomate 200g,Despensa,Supermercado,Centro,Activo,0.28033600399212666,1.5941085046692045,0.07407407407407407,3429.3603541955285,3580.2797728624137,3866.702154691407,3580.2797728624137
2026-01-01,SKU-1023,Salsa Tomate 200g,Despensa,Supermercado,Norte,Activo,0.1284688530952843,1.5941085046692045,0.07407407407407407,1571.5640705441137,1640.7255209102477,1771.9835625830676,1640.7255209102477
2026-01-01,SKU-1023,Salsa Tomate 200g,Despensa,Supermercado,Sur,Activo,0.1256688198275623,1.5941085046692045,0.07407407407407407,1537.311163525349,1604.965210678928,1733.3624275332425,1604.965210678928
2026-01-01,SKU-1024,Atun Lomitos 160g,Despensa,Ecommerce,Centro,Activo,0.054227289486372274,1.7532984293193716,0.0,652.9621299543504,652.9621299543504,705.1991003506985,652.9621299543504
2026-01-01,SKU-1024,Atun Lomitos 160g,Despensa,Ecommerce,Norte,Activo,0.027056921637028844,1.7532984293193716,0.0,325.7980501968882,325.7980501968882,351.8618942126393,325.7980501968882
2026-01-01,SKU-1024,Atun Lomitos 160g,Despensa,Ecommerce,Sur,Activo,0.03253070138120764,1.7532984293193716,0.0,391.7089764945815,391.7089764945815,423.0456946141481,391.7089764945815
2026-01-01,SKU-1024,Atun Lomitos 160g,Despensa,Mayorista,Centro,Activo,0.154400294960152,1.7532984293193716,0.0,1859.1662319411523,1859.1662319411523,2007.8995304964446,1859.1662319411523
2026-01-01,SKU-1024,Atun Lomitos 160g,Despensa,Mayorista,Norte,Activo,0.0834680507104569,1.7532984293193716,0.0,1005.0562491922872,1005.0562491922872,1085.4607491276702,1005.0562491922872
2026-01-01,SKU-1024,Atun Lomitos 160g,Despensa,Mayorista,Sur,Activo,0.0756119005076718,1.7532984293193716,0.0,910.4587021225409,910.4587021225409,983.2953982923442,910.4587021225409
2026-01-01,SKU-1024,Atun Lomitos 160g,Despensa,Supermercado,Centro,Activo,0.30097280127059756,1.7532984293193716,0.0,3624.0764242027017,3624.0764242027017,3914.002538138918,3624.0764242027017
2026-01-01,SKU-1024,Atun Lomitos 160g,Despensa,Supermercado,Norte,Activo,0.11611219830397912,1.7532984293193716,0.0,1398.1312552474426,1398.1312552474426,1509.981755667238,1398.1312552474426
2026-01-01,SKU-1024,Atun Lomitos 160g,Despensa,Supermercado,Sur,Activo,0.15561984174253382,1.7532984293193716,0.0,1873.8510497173224,1873.8510497173224,2023.7591336947085,1873.8510497173224
2026-01-01,SKU-1025,Legumbres Mix 500g,Despensa,Ecommerce,Centro,Activo,0.0634648370497427,1.7396449704142012,0.1111111111111111,306.34329001713974,331.51943153728604,358.04098606026895,331.51943153728604
2026-01-01,SKU-1025,Legumbres Mix 500g,Despensa,Ecommerce,Norte,Activo,0.03702115494568325,1.7396449704142012,0.1111111111111111,178.7002525099982,193.38633506341688,208.85724186849023,193.38633506341688
2026-01-01,SKU-1025,Legumbres Mix 500g,Despensa,Ecommerce,Sur,Activo,0.04909948542024014,1.7396449704142012,0.1111111111111111,237.00207234434126,256.4795602095896,276.99792502635677,256.4795602095896
2026-01-01,SKU-1025,Legumbres Mix 500g,Despensa,Mayorista,Centro,Activo,0.15587478559176673,1.7396449704142012,0.1111111111111111,752.4039589272319,814.238603809483,879.3776921142418,814.238603809483
2026-01-01,SKU-1025,Legumbres Mix 500g,Despensa,Mayorista,Norte,Activo,0.07504288164665524,1.7396449704142012,0.1111111111111111,362.2302415743207,391.9993278312504,423.3592740577505,391.9993278312504
2026-01-01,SKU-1025,Legumbres Mix 500g,Despensa,Mayorista,Sur,Activo,0.08411949685534591,1.7396449704142012,0.1111111111111111,406.0428517456909,439.41257986417304,474.56558625330695,439.41257986417304
2026-01-01,SKU-1025,Legumbres Mix 500g,Despensa,Supermercado,Centro,Activo,0.254073756432247,1.7396449704142012,0.1111111111111111,1226.4081036159143,1327.197724228662,1433.3735421669553,1327.197724228662
2026-01-01,SKU-1025,Legumbres Mix 500g,Despensa,Supermercado,Norte,Activo,0.137221269296741,1.7396449704142012,0.1111111111111111,662.3638703073293,716.7987708914294,774.1426725627438,716.7987708914294
2026-01-01,SKU-1025,Legumbres Mix 500g,Despensa,Supermercado,Sur,Activo,0.14408233276157806,1.7396449704142012,0.1111111111111111,695.4820638226957,752.6387094360009,812.849806190881,752.6387094360009
2026-01-01,SKU-1007,Galleta Avena 180g,Galletas,Ecommerce,Centro,Activo,0.05801204652066506,1.8868673503142575,0.1111111111111111,716.9147723008743,787.5601394688327,850.5649506263395,787.5601394688327
2026-01-01,SKU-1007,Galleta Avena 180g,Galletas,Ecommerce,Norte,Activo,0.032475643267549335,1.8868673503142575,0.1111111111111111,401.33506391962817,440.8829488892508,476.15358480039095,440.8829488892508
2026-01-01,SKU-1007,Galleta Avena 180g,Galletas,Ecommerce,Sur,Activo,0.02870069669969745,1.8868673503142575,0.1111111111111111,354.6841505067484,389.63501636879096,420.80581767829426,389.63501636879096
2026-01-01,SKU-1007,Galleta Avena 180g,Galletas,Mayorista,Centro,Activo,0.14738945790657007,1.8868673503142575,0.1111111111111111,1821.4437516352357,2000.9303064973694,2161.004731017159,2000.9303064973694
2026-01-01,SKU-1007,Galleta Avena 180g,Galletas,Mayorista,Norte,Activo,0.06675548893885141,1.8868673503142575,0.1111111111111111,824.9665202792357,906.2593949390157,978.760146534137,906.2593949390157
2026-01-01,SKU-1007,Galleta Avena 180g,Galletas,Mayorista,Sur,Activo,0.1049768229383518,1.8868673503142575,0.1111111111111111,1297.3070185846443,1425.1447117086725,1539.1562886453664,1425.1447117086725
2026-01-01,SKU-1007,Galleta Avena 180g,Galletas,Supermercado,Centro,Activo,0.24609320787187386,1.8868673503142575,0.1111111111111111,3041.227928813182,3340.913012694101,3608.186053709629,3340.913012694101
2026-01-01,SKU-1007,Galleta Avena 180g,Galletas,Supermercado,Norte,Activo,0.12379604185749576,1.8868673503142575,0.1111111111111111,1529.8755428047366,1680.6307282444948,1815.0811865040546,1680.6307282444948
