Fecha,SKU,Producto,Categoria,Venta_Real,Proporcion_Promocion_Esperada,Pronostico_Recomendado,Pronostico_Protegido,Pronostico_Mismo_Mes_Anterior,Pronostico_Ponderado_Estacional,Pronostico_Empresa,Error_Empresa,Error_Abs_Empresa,Error_pct_Empresa,Error_Mismo_Mes_Anterior,Error_Abs_Mismo_Mes_Anterior,Error_pct_Mismo_Mes_Anterior,Error_Ponderado_Estacional,Error_Abs_Ponderado_Estacional,Error_pct_Ponderado_Estacional,Error_Recomendado,Error_Abs_Recomendado,Error_pct_Recomendado,Error_Protegido,Error_Abs_Protegido,Error_pct_Protegido
2025-01-01,SKU-1022,Harina 1kg,Despensa,12454.0,0.2222222222222222,14726.367278378782,15904.476660649087,13591.0,15011.177549340753,18837,6383.0,6383.0,51.2526096033403,1137.0,1137.0,9.129596916653284,2557.177549340753,2557.177549340753,20.532981767630908,2272.3672783787824,2272.3672783787824,18.24608381547119,3450.4766606490866,3450.4766606490866,27.7057705207089
2025-01-01,SKU-1023,Salsa Tomate 200g,Despensa,11635.0,0.1111111111111111,13318.60709574435,14384.0956634039,12684.0,12508.66542411806,13117,1482.0,1482.0,12.737430167597767,1049.0,1049.0,9.015900300816503,873.6654241180604,873.6654241180604,7.508942192677787,1683.6070957443499,1683.6070957443499,14.470194204936398,2749.0956634038994,2749.0956634038994,23.627809741331323
2025-01-01,SKU-1024,Atun Lomitos 160g,Despensa,12073.0,0.0,10871.298903751447,11741.002816051563,10972.0,12454.255692645234,17834,5761.0,5761.0,47.71804853806013,-1101.0,1101.0,-9.119522902344073,381.2556926452344,381.2556926452344,3.1579200914870738,-1201.7010962485529,1201.7010962485529,-9.953624585840743,-331.99718394843694,331.99718394843694,-2.7499145527080007
2025-01-01,SKU-1025,Legumbres Mix 500g,Despensa,4903.0,0.1111111111111111,5156.31815330309,5568.823605567338,4919.0,4929.771362292798,5704,801.0,801.0,16.33693656944728,16.0,16.0,0.3263308178666123,26.771362292797676,26.771362292797676,0.5460200345257531,253.31815330309018,253.31815330309018,5.16659500924108,665.8236055673378,665.8236055673378,13.579922609980377
2025-01-01,SKU-1007,Galleta Avena 180g,Galletas,13844.0,0.1111111111111111,11279.096990878354,12181.424750148622,11900.0,11897.026030953424,13527,-317.0,317.0,-2.2898006356544354,-1944.0,1944.0,-14.04218433978619,-1946.9739690465758,1946.9739690465758,-14.0636663467681,-2564.9030091216464,2564.9030091216464,-18.527181516336654,-1662.5752498513775,1662.5752498513775,-12.009356037643583
2025-01-01,SKU-1008,Galleta Chocolate 200g,Galletas,7827.0,0.0,7201.595491517142,7777.723130838514,7479.0,7323.839021761822,7390,-437.0,437.0,-5.583237511179251,-348.0,348.0,-4.446147949405903,-503.16097823817836,503.16097823817836,-6.428529171306738,-625.4045084828576,625.4045084828576,-7.990347623391562,-49.27686916148559,49.27686916148559,-0.6295754332628797
2025-01-01,SKU-1009,Galleta Salada 150g,Galletas,10823.0,0.0,8127.459193901108,8777.655929413197,8143.0,7937.706932563348,11552,729.0,729.0,6.735655548369214,-2680.0,2680.0,-24.762080753949924,-2885.2930674366517,2885.2930674366517,-26.658902960700836,-2695.540806098892,2695.540806098892,-24.905671312010462,-2045.3440705868034,2045.3440705868034,-18.898125016971296
2025-01-01,SKU-1010,Barra Cereal Pack 6,Galletas,9530.0,0.0,8490.955897166055,9170.23236893934,8591.0,9483.064020243697,9907,377.0,377.0,3.9559286463798533,-939.0,939.0,-9.853095487932844,-46.93597975630291,46.93597975630291,-0.49250765746382913,-1039.0441028339446,1039.0441028339446,-10.902876210219775,-359.7676310606603,359.7676310606603,-3.7751063070373583
2025-01-01,SKU-1011,Snack Mix 120g,Galletas,10088.0,0.0,8085.131943503223,8731.94249898348,8860.0,8365.8430146185,10641,553.0,553.0,5.4817605075337035,-1228.0,1228.0,-12.172878667724028,-1722.1569853815,1722.1569853815,-17.0713420438293,-2002.8680564967772,2002.8680564967772,-19.853965667097313,-1356.0575010165194,1356.0575010165194,-13.442282920465102
2025-01-01,SKU-1001,Yogurt Natural 1L,Lacteos,8174.0,0.0,7994.319643756937,8633.865215257492,7784.0,8619.510535725114,8706,532.0,532.0,6.50844139955958,-390.0,390.0,-4.771225838023,445.5105357251141,445.5105357251141,5.4503368696490595,-179.68035624306322,179.68035624306322,-2.1981937392104625,459.8652152574923,459.8652152574923,5.625950761652708
2025-01-01,SKU-1002,Yogurt Frutado Pack 4,Lacteos,6486.0,0.0,5626.136384936349,6076.227295731257,5400.0,5737.477429429888,6017,-469.0,469.0,-7.23095898859081,-1086.0,1086.0,-16.743755781683625,-748.5225705701123,748.5225705701123,-11.54058850709393,-859.8636150636512,859.8636150636512,-13.257225024108097,-409.7727042687429,409.7727042687429,-6.317803026036739
2025-01-01,SKU-1003,Leche Entera 1L,Lacteos,3748.0,0.1111111111111111,3728.096358878886,4026.344067589197,3748.0,3776.9751791493545,5270,1522.0,1522.0,40.60832443970118,0.0,0.0,0.0,28.975179149354517,28.975179149354517,0.7730837553189572,-19.903641121114106,19.903641121114106,-0.531046988290131,278.34406758919704,278.34406758919704,7.426469252646665
2025-01-01,SKU-1004,Leche Descremada 1L,Lacteos,3293.0,0.0,3627.906055130114,3918.1385395405237,3810.0,3276.647335823558,3746,453.0,453.0,13.756453082295778,517.0,517.0,15.699969632553904,-16.352664176441976,16.352664176441976,-0.49658864793325164,334.90605513011405,334.90605513011405,10.170241576984939,625.1385395405237,625.1385395405237,18.98386090314375
2025-01-01,SKU-1005,Queso Untable 250g,Lacteos,2919.0,0.0,2654.4152763598495,2866.7684984686375,2883.0,2660.0207192291755,4024,1105.0,1105.0,37.855429941760875,-36.0,36.0,-1.2332990750256936,-258.9792807708245,258.9792807708245,-8.872191872929927,-264.5847236401505,264.5847236401505,-9.064224859203513,-52.23150153136248,52.23150153136248,-1.7893628479397905
2025-01-01,SKU-1006,Manjar 400g,Lacteos,3627.0,0.0,3332.669596798465,3599.2831645423425,3397.0,3556.40256678239,4269,642.0,642.0,17.700578990901572,-230.0,230.0,-6.341328921974084,-70.59743321761016,70.59743321761016,-1.9464415003476745,-294.33040320153486,294.33040320153486,-8.114982167122548,-27.716835457657453,27.716835457657453,-0.7641807404923477
2025-02-01,SKU-1012,Jugo Naranja 1L,Bebidas,6074.0,0.0,5770.710783600667,6232.367646288721,5931.0,5846.9692525070495,6131,57.0,57.0,0.9384260783668095,-143.0,143.0,-2.3542970036219955,-227.03074749295047,227.03074749295047,-3.73774691295605,-303.2892163993329,303.2892163993329,-4.9932370167819045,158.3676462887206,158.3676462887206,2.607304021875545
2025-02-01,SKU-1013,Jugo Manzana 1L,Bebidas,7462.0,0.0,8259.345404688265,8920.093037063327,9806.0,9701.74873890031,8747,1285.0,1285.0,17.220584293755024,2344.0,2344.0,31.41248994907532,2239.748738900311,2239.748738900311,30.01539451755978,797.3454046882653,797.3454046882653,10.685411480678978,1458.0930370633268,1458.0930370633268,19.5402443991333
2025-02-01,SKU-1014,Agua Saborizada 500ml,Bebidas,7960.0,0.0,5633.954343159524,6084.670690612286,5556.0,5946.672487615179,6996,-964.0,964.0,-12.110552763819095,-2404.0,2404.0,-30.201005025125628,-2013.3275123848207,2013.3275123848207,-25.293059200814334,-2326.045656840476,2326.045656840476,-29.22167910603613,-1875.3293093877137,1875.3293093877137,-23.559413434519016
2025-02-01,SKU-1015,Bebida Isotonica 600ml,Bebidas,7199.0,0.1111111111111111,7509.264039429845,8110.005162584233,8038.0,7423.895147569522,6991,-208.0,208.0,-2.8892901791915544,839.0,839.0,11.65439644395055,224.89514756952212,224.89514756952212,3.123977602021421,310.26403942984507,310.26403942984507,4.309821356158426,911.0051625842334,911.0051625842334,12.65460706465111
2025-02-01,SKU-1016,Te Helado 1.5L,Bebidas,2278.0,0.0,2275.21883619944,2457.236343095395,2391.0,2412.4788696904607,2158,-120.0,120.0,-5.267778753292362,113.0,113.0,4.960491659350307,134.47886969046067,134.47886969046067,5.903374437684841,-2.78116380056008,2.78116380056008,-0.1220879631501352,179.2363430953951,179.2363430953951,7.868144999797853
2025-02-01,SKU-1017,Nectar Durazno 1L,Bebidas,4291.0,0.0,4051.191028496112,4375.286310775801,3887.0,4185.967445823803,4388,97.0,97.0,2.2605453274295035,-404.0,404.0,-9.415054765788861,-105.03255417619675,105.03255417619675,-2.447740717226678,-239.8089715038882,239.8089715038882,-5.588650000090613,84.28631077580121,84.28631077580121,1.964257999902149
2025-02-01,SKU-1018,Arroz Grano Largo 1kg,Despensa,12894.0,0.0,13736.283350909318,14835.186018982064,13654.0,13171.274806024898,17038,4144.0,4144.0,32.13897937024973,760.0,760.0,5.894214363269738,277.27480602489777,277.27480602489777,2.150417295058925,842.283350909318,842.283350909318,6.532366611674561,1941.1860189820636,1941.1860189820636,15.054955940608528
2025-02-01,SKU-1019,Fideos Spaghetti 400g,Despensa,4453.0,0.0,4026.6025430581603,4348.730746502813,3970.0,4449.802971649484,6276,1823.0,1823.0,40.9386930159443,-483.0,483.0,-10.846620256007187,-3.1970283505161206,3.1970283505161206,-0.07179493264127824,-426.39745694183966,426.39745694183966,-9.575509924586562,-104.26925349718658,104.26925349718658,-2.3415507185534827
2025-02-01,SKU-1020,Aceite Vegetal 900ml,Despensa,9439.0,0.0,8457.178410816965,9133.752683682324,10525.0,9304.952950849722,8010,-1429.0,1429.0,-15.13931560546668,1086.0,1086.0,11.505456086449836,-134.04704915027833,134.04704915027833,-1.4201403660374863,-981.821589183035,981.821589183035,-10.401754308539411,-305.24731631767645,305.24731631767645,-3.233894653222549
2025-02-01,SKU-1021,Azucar 1kg,Despensa,8821.0,0.0,6188.038755914933,6683.0818563881285,6499.0,6533.826231695479,7275,-1546.0,1546.0,-17.52635755583267,-2322.0,2322.0,-26.32354608321052,-2287.173768304521,2287.173768304521,-25.928735611659913,-2632.961244085067,2632.961244085067,-29.84878408440162,-2137.9181436118715,2137.9181436118715,-24.23668681115374
2025-02-01,SKU-1022,Harina 1kg,Despensa,13044.0,0.0,13847.118744543734,14954.888244107233,13469.0,14248.52853446457,12635,-409.0,409.0,-3.135541245016866,425.0,425.0,3.258203005213125,1204.5285344645708,1204.5285344645708,9.234349390252767,803.1187445437336,803.1187445437336,6.1569974282714925,1910.8882441072328,1910.8882441072328,14.649557222533216
2025-02-01,SKU-1023,Salsa Tomate 200g,Despensa,12554.0,0.0,12712.592318960757,13729.599704477618,12822.0,12466.178141821376,11011,-1543.0,1543.0,-12.290903297753704,268.0,268.0,2.1347777600764695,-87.8218581786241,87.8218581786241,-0.6995527973444646,158.59231896075653,158.59231896075653,1.2632811770014063,1175.5997044776177,1175.5997044776177,9.364343671161524
2025-02-01,SKU-1024,Atun Lomitos 160g,Despensa,12947.0,0.1111111111111111,11905.165745157796,12857.57900477042,11102.0,11891.864348290905,15147,2200.0,2200.0,16.99235344095157,-1845.0,1845.0,-14.250405499343477,-1055.1356517090953,1055.1356517090953,-8.14965360090442,-1041.8342548422042,1041.8342548422042,-8.04691631144052,-89.42099522958051,89.42099522958051,-0.690669616355762
2025-02-01,SKU-1025,Legumbres Mix 500g,Despensa,5627.0,0.1111111111111111,5220.4209315630305,5638.054606088073,4582.0,5335.478148407334,4352,-1275.0,1275.0,-22.658610271903324,-1045.0,1045.0,-18.571174693442334,-291.5218515926663,291.5218515926663,-5.180768643907344,-406.57906843696946,406.57906843696946,-7.225503259942588,11.054606088073342,11.054606088073342,0.1964564792620107
2025-02-01,SKU-1007,Galleta Avena 180g,Galletas,12445.0,0.0,11070.400265053428,11956.032286257703,11623.0,11664.266291628996,17319,4874.0,4874.0,39.16432302129369,-822.0,822.0,-6.605062274005624,-780.7337083710045,780.7337083710045,-6.273472947938967,-1374.5997349465724,1374.5997349465724,-11.0453976291408,-488.96771374229684,488.96771374229684,-3.9290294394720515
2025-02-01,SKU-1008,Galleta Chocolate 200g,Galletas,7459.0,0.0,6820.988017003854,7366.667058364163,7616.0,6930.865099567429,9021,1562.0,1562.0,20.941144925593242,157.0,157.0,2.1048397908566834,-528.1349004325712,528.1349004325712,-7.080505435481581,-638.0119829961459,638.0119829961459,-8.55358604365392,-92.33294163583741,92.33294163583741,-1.2378729271462316
2025-02-01,SKU-1009,Galleta Salada 150g,Galletas,10565.0,0.0,9476.833819411826,10234.980524964772,9388.0,9255.577630404447,9704,-861.0,861.0,-8.149550402271652,-1177.0,1177.0,-11.140558447704684,-1309.4223695955534,1309.4223695955534,-12.393964690918631,-1088.166180588174,1088.166180588174,-10.299727218061278,-330.0194750352275,330.0194750352275,-3.1237053955061764
2025-02-01,SKU-1010,Barra Cereal Pack 6,Galletas,9625.0,0.16666666666666666,9683.737535833463,10458.43653870014,10088.0,9858.616773944057,9146,-479.0,479.0,-4.976623376623376,463.0,463.0,4.810389610389611,233.61677394405706,233.61677394405706,2.427187261756437,58.73753583346297,58.73753583346297,0.6102601125554594,833.4365387001399,833.4365387001399,8.659080921559895
2025-02-01,SKU-1011,Snack Mix 120g,Galletas,8824.0,0.1111111111111111,9444.811001237282,10200.395881336264,8964.0,10228.78402710646,12924,4100.0,4100.0,46.46418857660925,140.0,140.0,1.5865820489573892,1404.7840271064597,1404.7840271064597,15.920036571922708,620.8110012372817,620.8110012372817,7.035482788273819,1376.3958813362642,1376.3958813362642,15.598321411335721
2025-02-01,SKU-1001,Yogurt Natural 1L,Lacteos,9748.0,0.0,9009.413036656815,9730.16607958936,8745.0,8863.135440125396,8572,-1176.0,1176.0,-12.064013130898646,-1003.0,1003.0,-10.289290110791956,-884.8645598746043,884.8645598746043,-9.077395977375916,-738.5869633431848,738.5869633431848,-7.576805122519335,-17.83392041063962,17.83392041063962,-0.18294953232088246
2025-02-01,SKU-1002,Yogurt Frutado Pack 4,Lacteos,5814.0,0.1111111111111111,5907.964486804076,6380.601645748402,5814.0,5927.11127762992,6632,818.0,818.0,14.069487444100448,0.0,0.0,0.0,113.11127762991964,113.11127762991964,1.945498411247328,93.96448680407593,93.96448680407593,1.6161762436201572,566.601645748402,566.601645748402,9.745470343109771
2025-02-01,SKU-1003,Leche Entera 1L,Lacteos,3824.0,0.16666666666666666,3632.4870100358694,3923.0859708387393,3792.0,3611.2996811641015,4178,354.0,354.0,9.257322175732217,-32.0,32.0,-0.8368200836820083,-212.70031883589854,212.70031883589854,-5.562246831482702,-191.5129899641306,191.5129899641306,-5.008184883999232,99.08597083873929,99.08597083873929,2.591160325280839
2025-02-01,SKU-1004,Leche Descremada 1L,Lacteos,4547.0,0.0,3651.773858124391,3943.9157667743425,4004.0,3298.2042261908177,2621,-1926.0,1926.0,-42.35759841653838,-543.0,543.0,-11.941939740488234,-1248.7957738091823,1248.7957738091823,-27.464169206271876,-895.2261418756088,895.2261418756088,-19.688281105687462,-603.0842332256575,603.0842332256575,-13.263343594142457
2025-02-01,SKU-1005,Queso Untable 250g,Lacteos,3308.0,0.1111111111111111,2873.2961042751294,3103.15979261714,3220.0,2862.6749448409905,2978,-330.0,330.0,-9.975816203143893,-88.0,88.0,-2.6602176541717046,-445.3250551590095,445.3250551590095,-13.462063336124833,-434.70389572487056,434.70389572487056,-13.140988383460417,-204.84020738286017,204.84020738286017,-6.192267454137249
2025-02-01,SKU-1006,Manjar 400g,Lacteos,3605.0,0.1111111111111111,4061.148567494802,4386.040452894386,4113.0,4219.79737161068,4047,442.0,442.0,12.260748959778086,508.0,508.0,14.091539528432731,614.7973716106799,614.7973716106799,17.05401862997725,456.14856749480214,456.14856749480214,12.653219625375925,781.0404528943864,781.0404528943864,21.665477195406
2025-03-01,SKU-1012,Jugo Naranja 1L,Bebidas,6767.0,0.0,6263.757324558513,6764.857910523194,6626.0,6286.297381347954,6074,-693.0,693.0,-10.240874833752033,-141.0,141.0,-2.0836411999408897,-480.7026186520461,480.7026186520461,-7.103629653495583,-503.24267544148734,503.24267544148734,-7.436717532754357,-2.142089476806177,2.142089476806177,-0.031654935374703375
2025-03-01,SKU-1013,Jugo Manzana 1L,Bebidas,11586.0,0.0,9803.238599469647,10587.49768742722,9180.0,10050.960564390109,7462,-4124.0,4124.0,-35.59468323839116,-2406.0,2406.0,-20.766442257897463,-1535.0394356098914,1535.0394356098914,-13.249088862505538,-1782.761400530353,1782.761400530353,-15.387203526068987,-998.5023125727803,998.5023125727803,-8.6181798081545
2025-03-01,SKU-1014,Agua Saborizada 500ml,Bebidas,7039.0,0.0,6516.965764090452,7038.323025217688,6842.0,7103.169449399875,7960,921.0,921.0,13.084244921153573,-197.0,197.0,-2.798692996164228,64.1694493998748,64.1694493998748,0.9116273533154537,-522.0342359095484,522.0342359095484,-7.4163124862842515,-0.676974782311845,0.676974782311845,-0.009617485186984586
2025-03-01,SKU-1015,Bebida Isotonica 600ml,Bebidas,6722.0,0.0,6700.5077171184685,7236.548334487947,6937.0,7101.3487213002745,7199,477.0,477.0,7.096102350490925,215.0,215.0,3.198452841416245,379.3487213002745,379.3487213002745,5.643390676885964,-21.492282881531537,21.492282881531537,-0.3197304802370059,514.5483344879467,514.5483344879467,7.654691081344045
2025-03-01,SKU-1016,Te Helado 1.5L,Bebidas,3110.0,0.0,2580.4182786073848,2786.8517408959756,2541.0,2716.460147897288,2278,-832.0,832.0,-26.7524115755627,-569.0,569.0,-18.29581993569132,-393.53985210271185,393.53985210271185,-12.65401453706469,-529.5817213926152,529.5817213926152,-17.028351170180553,-323.1482591040244,323.1482591040244,-10.390619263794997
2025-03-01,SKU-1017,Nectar Durazno 1L,Bebidas,4241.0,0.1111111111111111,4979.3465923288595,5377.694319715169,5788.0,5583.617554130428,4291,50.0,50.0,1.1789672247111531,1547.0,1547.0,36.47724593256307,1342.6175541304283,1342.6175541304283,31.658041832832545,738.3465923288595,738.3465923288595,17.40972865665785,1136.6943197151686,1136.6943197151686,26.802506949190487
2025-03-01,SKU-1018,Arroz Grano Largo 1kg,Despensa,15302.0,0.0,11701.404977408383,12637.517375601055,11109.0,10895.024836930645,13907,-1395.0,1395.0,-9.116455365311724,-4193.0,4193.0,-27.401646843549866,-4406.975163069355,4406.975163069355,-28.799994530580026,-3600.5950225916167,3600.5950225916167,-23.530224954853068,-2664.4826243989446,2664.4826243989446,-17.412642951241306
2025-03-01,SKU-1019,Fideos Spaghetti 400g,Despensa,4697.0,0.1111111111111111,4044.050169514129,4367.5741830752595,3947.0,4427.2235258775,4329,-368.0,368.0,-7.8347881626570155,-750.0,750.0,-15.96763891845859,-269.7764741225001,269.7764741225001,-5.743591103310625,-652.9498304858712,652.9498304858712,-13.90142283342285,-329.4258169247405,329.4258169247405,-7.013536660096668
2025-03-01,SKU-1020,Aceite Vegetal 900ml,Despensa,11499.0,0.0,9722.67626209927,10500.490363067212,10624.0,10068.612278958188,9296,-2203.0,2203.0,-19.158187668492914,-875.0,875.0,-7.609357335420472,-1430.3877210418123,1430.3877210418123,-12.439235768691297,-1776.3237379007296,1776.3237379007296,-15.447636645801632,-998.5096369327875,998.5096369327875,-8.683447577465758
2025-03-01,SKU-1021,Azucar 1kg,Despensa,6734.0,0.0,6180.201852786162,6674.618001009056,5852.0,6371.274801133848,8897,2163.0,2163.0,32.12058212058212,-882.0,882.0,-13.097713097713099,-362.7251988661519,362.7251988661519,-5.386474589636945,-553.7981472138381,553.7981472138381,-8.223910710036206,-59.38199899094434,59.38199899094434,-0.8818235668390902
2025-03-01,SKU-1022,Harina 1kg,Despensa,15010.0,0.0,13448.611469530402,14524.500387092836,12456.0,13559.836542351484,10818,-4192.0,4192.0,-27.928047968021318,-2554.0,2554.0,-17.015323117921387,-1450.1634576485158,1450.1634576485158,-9.661315507318559,-1561.3885304695978,1561.3885304695978,-10.40232198847167,-485.4996129071642,485.4996129071642,-3.234507747549395
2025-03-01,SKU-1023,Salsa Tomate 200g,Despensa,13576.0,0.0,12271.289951567553,13252.993147692958,11179.0,12156.48168652626,12664,-912.0,912.0,-6.7177371832645845,-2397.0,2397.0,-17.656157925751327,-1419.51831347374,1419.51831347374,-10.456086575381113,-1304.7100484324474,1304.7100484324474,-9.610415795760515,-323.0068523070422,323.0068523070422,-2.379249059421348
2025-03-01,SKU-1024,Atun Lomitos 160g,Despensa,11872.0,0.0,11092.2982633124,11979.682124377392,10935.0,11565.817026396842,11905,33.0,33.0,0.2779649595687331,-937.0,937.0,-7.892520215633423,-306.18297360315773,306.18297360315773,-2.5790344811586734,-779.7017366876007,779.7017366876007,-6.567568536789089,107.68212437739203,107.68212437739203,0.90702598026779
2025-03-01,SKU-1025,Legumbres Mix 500g,Despensa,6125.0,0.0,6027.443826188672,6509.639332283766,5922.0,6084.517014215052,6383,258.0,258.0,4.2122448979591836,-203.0,203.0,-3.314285714285714,-40.48298578494814,40.48298578494814,-0.6609467066930308,-97.55617381132834,97.55617381132834,-1.5927538581441363,384.6393322837657,384.6393322837657,6.279825833204339
2025-03-01,SKU-1007,Galleta Avena 180g,Galletas,11822.0,0.0,9594.629372837144,10362.199722664116,11175.0,10728.936832223922,14955,3133.0,3133.0,26.50143799695483,-647.0,647.0,-5.472847233970564,-1093.0631677760775,1093.0631677760775,-9.24600886293417,-2227.370627162856,2227.370627162856,-18.84089517139956,-1459.800277335884,1459.800277335884,-12.348166785111522
2025-03-01,SKU-1008,Galleta Chocolate 200g,Galletas,9846.0,0.0,8411.973585989164,9084.931472868298,10001.0,9043.550589529947,5640,-4206.0,4206.0,-42.717854966483856,155.0,155.0,1.5742433475523054,-802.4494104700534,802.4494104700534,-8.150004168901619,-1434.0264140108357,1434.0264140108357,-14.564558338521588,-761.0685271317016,761.0685271317016,-7.729723005603306
2025-03-01,SKU-1009,Galleta Salada 150g,Galletas,13634.0,0.0,11155.760161543605,12048.220974467094,14535.0,12591.914127213427,12215,-1419.0,1419.0,-10.407804019363356,901.0,901.0,6.608478802992519,-1042.0858727865725,1042.0858727865725,-7.643287903671501,-2478.239838456395,2478.239838456395,-18.176909479656704,-1585.7790255329055,1585.7790255329055,-11.631062238029234
2025-03-01,SKU-1010,Barra Cereal Pack 6,Galletas,8877.0,0.1111111111111111,8817.49877987957,9522.898682269937,9013.0,9039.44530484606,8656,-221.0,221.0,-2.4895798129998874,136.0,136.0,1.5320491156922382,162.44530484606003,162.44530484606003,1.8299572473364878,-59.501220120429934,59.501220120429934,-0.6702852328537787,645.8986822699371,645.8986822699371,7.2760919485179345
2025-03-01,SKU-1011,Snack Mix 120g,Galletas,9217.0,0.0,9784.429283907835,10567.183626620463,9675.0,10831.861307096384,8146,-1071.0,1071.0,-11.619832917435174,458.0,458.0,4.969078875990018,1614.8613070963838,1614.8613070963838,17.52046552128007,567.4292839078353,567.4292839078353,6.1563337735470895,1350.1836266204627,1350.1836266204627,14.648840475430863
2025-03-01,SKU-1001,Yogurt Natural 1L,Lacteos,9806.25,0.0,11085.012681865977,11971.813696415256,11299.0,11266.116377434902,9968,161.75,161.75,1.6494582536647546,1492.75,1492.75,15.222434671765456,1459.8663774349025,1459.8663774349025,14.88710136326223,1278.7626818659774,1278.7626818659774,13.040282287989571,2165.5636964152563,2165.5636964152563,22.083504871028744
2025-03-01,SKU-1002,Yogurt Frutado Pack 4,Lacteos,6667.0,0.0,5163.925655056515,5577.039707461036,5026.0,5721.147848057107,6375,-292.0,292.0,-4.379781010949452,-1641.0,1641.0,-24.613769311534423,-945.8521519428932,945.8521519428932,-14.187072925497123,-1503.074344943485,1503.074344943485,-22.544987924756036,-1089.9602925389636,1089.9602925389636,-16.348586958736515
